Content,Sentiment
"['rain', 'rain', 'rain', 'wow', 'actual', 'love', 'rain']",surprise
"['take', 'u', 'eric']",neutral
"['see', 'evil', 'star', 'wwe', 'wrestler', 'kane', 'watch']",happiness
"['afish0410', 'awwww', 'jim', 'jam', 'good', 'dodg', 'meatbal', 'woo']",happiness
"['ethereal87', 'tri', 'way', 'deena']",neutral
"['black', 'canyon', 'serious', 'best', 'fusion', 'food', 'around']",happiness
"['michelereinach', 'molli', 'bear', 'birthday', 'cue', 'twilight', 'zone', 'music']",love
"['happi', 'mother', 'day', 'mang', 'thank', 'love']",surprise
"['mcdonald', 'car', 'httptinyurlcomonog']",happiness
"['wish', 'mother', 'flatworld', 'happi', 'amp', 'awesom', 'mother', 'day']",love
"['miss', 'simpatia', 'votem', 'em', 'mim']",empty
"['btw', 'austincarlil', 'jaxinhal', 'philipmanansala', 'youngfuego', 'order', 'yer', 'merch', 'yesterday', 'lt33333333333']",worry
"['ashie1004', 'interest', 'see', 'differ', 'account', 'mandi', 'alway', 'pc', 'account', 'robbi', 'monk']",neutral
"['parti', 'beach']",fun
"['xxlovexxpeac', 'yes', 'want', 'keep', 'go', 'would']",happiness
"['aprilllllx', 'hey', 'girli']",happiness
"['jazzii3phiizzl3', 'oh', 'mm', 'gee', 'get', 'aerola', 'live', 'tonit']",fun
"['oo', 'studi', 'today', 'outsid', 'benjerri', 'wear', 'sundress', 'hope', 'didnt', 'get', 'awkward', 'tan', 'line', 'haha']",happiness
"['budceil', 'sorri', 'im', 'squirrellist', 'talk', 'black', 'sliver', 'squirrel']",fun
"['favourit', 'song', 'tonight', 'cheer', 'tokyo', 'polic', 'club']",surprise
"['amyxstftk', 'bahaha', 'loook', 'like', 'kung', 'fu', 'panda', 'wake', 'morn']",neutral
"['sleepi', 'time', 'ltcodygt']",relief
"['mexiabil', 'love', 'well']",love
"['respond', 'email']",worry
"['etherjamm', 'think', 'im', 'alway', 'offtop', 'sometim', 'inappropri', 'germin', 'quotfruit', 'pickingquot', 'joke', 'etc']",fun
"['like', 'startrek', 'person', 'feel', 'startrek', 'movi', 'better', 'xmen']",love
"['onti1', 'fun', 'tonight']",happiness
"['awwwwi', 'love', 'car', 'soooo', 'cute', 'tonight', 'love', 'carlmi', '10yr', 'old', 'sad', 'nowlol']",love
"['great', 'famili', 'parti', '14', 'yo', 'great', 'famili', 'god', 'give', 'us', 'esp', 'choose']",love
"['smbizguru', 'welcom', 'deserv', 'followfriday', 'everi', 'day']",fun
"['tommyrey', 'ohhh', 'bad', 'yes', 'heh', 'heh']",fun
"['storyseek', 'lolbut', 'arent', 'ill', 'tell', 'monday', 'lol']",relief
"['scarybunni', 'abram', 'quirk', 'sure', 'ill', 'summar', 'post', 'like', 'decent', 'flick', 'quotstar', 'trekquot', 'stori']",worry
"['davorado', 'bet', 'play', 'medium', 'play', 'easi', 'huh', 'iphon', 'fun', 'game']",relief
"['realli', 'realli', 'like', 'song', 'love', 'stori', 'taylor', 'swift']",love
"['umm', 'fail', '3', 'class', 'mom', 'beat', 'ass', 'school', 'monday', 'rip', 'nira', 'quot', 'yayyy', 'quot', 'quotyayquot', 'sens', 'sarcasm', '___']",worry
"['bruceocz', 'thank', 'advic', 'go', 'doctor', 'sleep', 'lot', 'yesterday', 'must', 'med']",worry
"['get', 'new', 'ipod', 'life', 'good']",worry
"['actionchick', 'yay', 'love', 'new', 'ppl', 'wooooo']",happiness
"['dinner', 'movi', 'hubbi']",surprise
"['mariahcarey', 'feel', 'sorri', 'nail', 'lol', 'feel', 'fine', 'thank']",neutral
"['aww', 'peopl', 'must', 'color', 'blind', 'huh', 'random1']",neutral
"['mikewat', 'pictur', 'priceless', 'think', 'ericharlan', 'might', 'start', 'sharetub']",worry
"['minhteeeefresh', 'haiiii', 'sankq', 'im', 'finee', 'ima', 'js', 'get', 'checkup', 'cos', 'rib', 'hurt', 'lol', 'idk', 'shall', 'fine', 'thank']",worry
"['heytheredeahna', 'way', 'didnt', 'know', 'sing', 'rof', 'that', 'without', 'doubt', 'fave', 'do', 'idol', 'thus', 'far', 'eepfangirl', 'moment']",surprise
"['im', 'offici', 'do', 'school', 'til', 'fall']",relief
"['twitter', 'sooo', 'im', 'pretti', 'damn', 'cool']",happiness
"['lawrence_n_dc', 'amend', '45', 'right', 'big', 'pimpin', 'get', 'ta', 'say', 'posit', 'right', 'best', 'man', '2nd', 'time', 'tonight', 'w', 'thrd']",enthusiasm
"['theoreo', 'dont', 'want', 'anyth', 'specif', 'want', 'see', 'puppi']",love
"['aplusk', 'would', 'think', 'pres', 'would', 'afraid', 'youd', 'punk']",empty
"['tommygun_', 'truth']",neutral
"['decid', 'wolf', 'futur', 'star', 'trek', 'logo', 'game', 'would', 'much', 'cooler', 'chewi', 'star', 'war']",empty
"['ellewhit', 'oh', 'man', 'that', 'rough', 'sound', 'like', 'weekend', 'go', 'well', 'get', 'sleep']",neutral
"['reward', 'get', 'much', 'do', 'yesterday', 'im', 'play', 'world', 'warcraft', 'today', 'yay']",fun
"['beauti', 'song', 'anyon', 'could', 'use', 'pick', 'tonight', 'httpblipfm5ynxo']",neutral
"['sonya415', 'hot', 'personifi']",love
"['3guser', 'im', '16']",neutral
"['christian792', 'lol', 'twitter', 'addict']",happiness
"['lo_bosworth', 'hey', 'lo']",empty
"['blackberri', 'run', 'juic', 'middl', 'dayit', 'miser', 'twitter', 'email', 'beck', 'call', 'truli', 'aw']",sadness
"['wake', 'delight', 'nap', 'cant', 'desrib', 'much', 'success', 'involv', '8am', 'nap', 'sit', 'nightne', 'rhubarb']",happiness
"['happi', 'mother', 'day']",happiness
"['get', 'see', 'hope', 'meet', 'guy', 'next', 'week', 'rotr', 'wait', 'adelita', 'way', 'invinc', 'httpblipfm5ynxr']",happiness
"['macbook', 'invit', 'friend', 'twitter', 'happi', 'mother', 'day']",happiness
"['moncho33', 'pue', 'bien', 'small', 'world', 'small', 'world', 'yo', 'amo', 'la', 'chiquita', 'esa', 'great', 'friend']",love
"['hobbz', 'realli', 'think', 'awesom', 'well', 'discuss']",happiness
"['make', 'cake', 'mi', 'madr', 'im', 'goooooddd']",love
"['sweetisa', 'crazi', 'time', 'noth', 'asham', 'timid', 'osocut', 'bash']",relief
"['drive', 'in', 'daa', 'crewww']",neutral
"['cassowaryjewel', 'excel', 'point']",happiness
"['tonysarti', 'crowntown', 'think', 'may', 'meet', 'let', 'get', 'readi', 'ill', 'let', 'know']",neutral
"['jeffreecuntstar', 'theyr', 'get', 'back', 'togeth', 'one', 'album', 'hear']",neutral
"['1027kiisfm', 'realli', 'cool']",surprise
"['dgottesman', 'happi', 'birthday']",love
"['yeah', 'make', 'draw', 'today', 'im', 'get', 'flood', 'request', 'portrait', 'peopl']",happiness
"['gush4plush', 'congratul', 'check', 'one', 'list']",love
"['welcom', 'cimmarongirl', 'im', 'proud']",happiness
"['teach', 'peopl', 'beauti', 'twitter']",love
"['usher', 'guy', 'make', 'mother', 'day', 'realli', 'awesom', 'today', 'thank', 'come', 'earli', 'prep', 'surpris', 'gift', 'mom']",happiness
"['postlemonkey', 'oh', 'awesom', 'yahooo', 'good', 'night', 'sleep', 'tight', 'dont', 'let', 'bed', 'bug', 'bite']",happiness
"['amyxstftk', 'actual', 'realli', 'most', 'forget', 'take', 'makeup', 'bed']",sadness
"['dakota', 'first', 'bath', 'sinc', 'spay', 'heaven']",surprise
"['glossymom', 'yeah', 'get', 'point', 'need', 'new', 'phone', 'anyway', 'gon', 'na', 'happen', 'real', 'soon']",happiness
"['tree_frog', 'yes']",neutral
"['taylorswift13', 'mine', 'hayley', 'great']",happiness
"['prank', 'call']",neutral
"['mariahcarey', '500', 'hrs', 'beautey', 'school', 'fix', 'haha']",happiness
"['islamqa', 'well', 'bro']",neutral
"['taylorswift13', 'hayley', 'william', 'pretti', 'much', 'amazz']",neutral
"['taylorswift13', 'taylor', 'back', 'nashvill', 'nowor', 'la', 'well', 'trip', 'ya', 'fun', 'love', 'ya', 'gir']",love
"['httptwitpiccom4w9c', 'futur', 'car', 'love']",relief
"['goodlemax', 'send', 'two', 'coldplay', 'song', 'clock', 'viva', 'la', 'vida']",empty
"['justinsx', 'woot', 'woot', 'super', 'cool']",happiness
"['cherryblossoms4', 'yeyyyi', 'maddi', 'fabuloussssss', 'god', 'bless']",happiness
"['get', 'home', 'work', 'readi', 'chill', 'time', 'shoot', 'pm', 'aim', 'pillowtalk6188']",fun
"['ton', 'fun', 'w', 'muffin', 'today']",happiness
"['bleah', 'tad', 'tipsi', 'mani', 'cup', 'cake', 'maddi', 'birthday', 'tomorrow', 'famili', 'parti']",happiness
"['want', 'hug']",neutral
"['aimeeladi', 'girl', 'last', 'night', 'would', 'let', 'figur', 'boy', 'would', 'enjoy', 'watch']",happiness
"['realli', 'rather', 'drink', 'drink', 'think', 'get', 'work', 'tomorrow', 'loz', 'aliv', 'gandhi', 'read', 'comic', 'book', 'never', 'know']",neutral
"['saw', 'jame', 'carvill', 'store', 'today', 'head', 'realli', 'bald']",neutral
"['possibl', 'pass', 'lay', 'bed', 'soon', 'sleep', 'lt3']",relief
"['jordi', 'littl', 'bite']",happiness
"['happi', 'mother', 'day', 'mum', 'life']",love
"['nooo', 'im', 'love', 'im', 'develop', 'crush', 'small', 'one', 'heehe', 'second', 'one', 'shadduppp']",worry
"['eileenright', 'phone', 'old', 'rotari']",neutral
"['saw', 'new', 'star', 'trek', 'movi', 'good', 'zachari', 'quinto', 'amazingggg']",happiness
"['feliciaday', 'laundri', 'tonight', 'guess', 'admit', 'pave', 'way']",neutral
"['sjowen', 'doubl', 'cheeseburg', 'fri', 'golden', 'archesi', 'sicker', 'dog', 'tomorrow']",worry
"['amilliemil', 'neva', 'mind', 'ya', 'friend', 'call', 'jealous', 'want', 'kno', 'liter', 'ova', 'tude']",hate
"['star', 'trek', 'actual', 'realli', 'good']",surprise
"['pianogirl4jesus', 'oh', 'yes', 'amaz', 'nice', 'next', 'go', 'drive', 'that', 'trust', 'us', 'haha']",neutral
"['megzmegz', 'lt', 'follow', 'girl', 'meagan']",neutral
"['gon', 'na', 'go', 'make', 'meme', 'mother', 'day', 'card', 'go', 'hop', 'shower', 'hop', 'sleep']",neutral
"['zee8', 'cut']",neutral
"['make', 'breakfast', 'bf', 'go', 'sear', 'pass', 'driver', 'test', 'stay', 'minh', 'lil', 'saunaampspa', 'aunt', 'uncl', 'amp', 'mom', 'final', 'home']",relief
"['fun', 'haha', 'guy', 'american', 'reject', 'look', 'like', 'hes', 'crack']",worry
"['freak', 'love', 'star', 'trek', 'watch', 'xmen']",worry
"['edenqueenbean', 'sure', 'long', 'say', 'theyr', 'glad', 'like']",love
"['heffabella', 'dont', 'know', 'u', 'heeeeeeey', 'name', 'shannn', 'extend', 'hand', 'put', 'er', 'u']",happiness
"['bumblebeex0', 'yeah', 'freedom', 'awesom', 'great', 'littl', 'independ']",happiness
"['chanteren', 'feel', 'better', 'love', 'bring', 'u', 'soul', 'food', 'make', 'u', 'feel', 'good']",love
"['dw', 'funni']",happiness
"['girl', 'make', 'giggl', 'twinz', 'twinz', 'godda', 'hit', 'bbq']",neutral
"['pleas', 'everyon', 'vote', 'becom', 'next', 'maxim', 'coor', 'caddi', 'girlon', 'take', 'minut', 'httptinyurlcomdloeyu']",love
"['need', 'chang', 'way', 'instead', 'weak', 'love', 'ddlovato', 'shes', 'great', 'role', 'model']",love
"['funni', 'peopl', 'forget', 'anger', 'arriv', 'peopl', 'least', 'expect', 'see']",relief
"['get', 'readi', 'concert', 'tonight', 'yay']",happiness
"['kicesi', 'elop', 'cant', 'wait', 'see', 'pictur', 'dress', 'breath', 'take']",happiness
"['first', 'night', 'myer', 'wout', 'lydia', 'im', 'actual', 'excit', 'summer']",surprise
"['ugh', 'wish', 'school', 'year', 'would', 'go', 'faster', 'move', 'life']",sadness
"['lao', 'mein', 'spanikopita', 'haha', 'would', 'know']",neutral
"['anim', 'ad', 'work', 'one', 'favorit', 'thing', 'much', 'im', 'saturday', 'night', 'fun']",fun
"['mmitchelldaviss', 'httptwitpiccom4u5h8', 'leon', 'look', 'supa', 'fli', 'mini', 'couch']",neutral
"['bass', 'drum', 'head', 'break', 'equal', 'bust', 'need', 'ticket', 'may', '15th']",happiness
"['final', 'make', 'jp', 'lick', 'coolidg', 'corner', 'oreo', 'soft', 'serv', 'httptwitpiccom4w9p']",worry
"['quotit', 'rape', 'scream', 'surpris', 'firstquot', 'custom', 'say', 'haha', 'via', 'omgitsjessieleelmao']",happiness
"['littl', 'buzz', 'epoxi', 'paint']",neutral
"['get', 'back', 'six', 'flag', 'wick', 'fun', 'even', 'tho', 'almost', 'die']",fun
"['musiclove18', 'haha', 'thank', 'histori', 'invent', 'televis', 'influenc', 'america', 'lol']",happiness
"['write', 'music', 'light', 'final', 'paper', 'mozart', 'ein', 'klein', 'nashtmusik', 'mom', 'give', 'handand', 'im', 'actual', 'great', 'time']",love
"['mmmmmm', 'mcdonald', 'coffe', 'soooooo', 'goodmayb', 'go', 'hookah', 'tonight', 'abbster']",love
"['jonathanrknight', 'btw', 'still', 'cant', 'believ', 'awesom', 'newjabbakidz', 'perform', 'wasu', 'masksi', 'scream', 'pc']",happiness
"['noth', 'better', 'grandaught', 'smile', 'noth', 'feel', 'better', 'big', 'hug', 'grandkid', 'hoot']",love
"['leesondoyl', 'haha', 'awesom', 'clear', 'triniti', 'awesom', 'enough', 'access']",love
"['analystalterego', 'lol', 'yeah', 'well', 'appli', 'groceri', 'store']",love
"['pictur', 'cassi', 'crawfish', 'boil', 'make', 'smile', 'real', 'big', 'also', 'desktop', 'still', 'fail', 'ultim', 'fail', 'hate']",worry
"['saw', 'shoot', 'star', 'make', 'wish']",surprise
"['ceethetruthi', 'kind', 'food', 'celli', 'im', 'follow']",worry
"['aimeeladi', 'lol', 'fine', 'way', 'weekend']",relief
"['finish', 'ysc', 'runthrough', 'servic', 'gon', 'na', 'awesom', 'httptweetsg']",happiness
"['happi', 'mother', 'day', 'mama', 'your', 'amaz', 'person', 'ive', 'ever', 'know', 'im', 'proud', 'bear', 'daughter']",neutral
"['bain2', 'ill', 'help', 'pay', 'reactiv']",neutral
"['anyon', 'excit', 'harri', 'potter', 'like', 'damn', 'twilight', 'postpon', 'first', 'love', 'oh', 'well', 'find', 'hai', 'chai']",happiness
"['kenazuma', 'actual', 'mean', 'motorbik', 'much', 'tour', 'commut', 'possibl', '90', 'min', 'roundtrip', 'kinda', 'like', 'tour']",neutral
"['hmmwhilst', 'walk', 'citi', 'receiv', 'inviataion', 'suv', 'limo', 'via', 'prom', 'fellow', 'dont', 'date', 'oh', 'boy']",worry
"['watch', 'quotthat', 'thing', 'doquot', 'comcast', 'miss', 'boo', 'like', 'crrrrrazi']",sadness
"['shebababi', 'rebroadcast', 'last', 'week', 'pacquiaohatton', 'fight', 'dont', 'plan', 'night', 'around', 'ive', 'say', 'much', 'alreadi']",sadness
"['chiefeditor4sau', 'thank', 'follow']",neutral
"['still', 'away', '4am', 'cos', 'dont', 'school', 'tomorrow', 'that']",neutral
"['chaotic_barb', 'im', 'total', 'ya', 'block', 'negat', 'stream']",relief
"['sairzbillington', 'lol', 'thank', 'think', 'husband', 'would', 'classifi', 'quotannoyingquot', 'like', 'awesom', 'much', 'better']",happiness
"['gericaquinn', 'lmao', 'haha', 'nice', 'lolz', 'good', 'though', 'wait', 'lol']",happiness
"['haul', 'video', 'come']",neutral
"['eileenright', 'work', 'fine', 'far', 'know', 'shrug', 'mayb', 'send', 'tweet', 'verizon']",neutral
"['get', 'crazi']",empty
"['michell', 'hot', 'mama', 'chichi', 'grand']",love
"['lovelind', 'hey', 'that', 'someth', 'id']",enthusiasm
"['good', 'morn', 'everbodi']",happiness
"['sweetsheilx', 'mom', 'pril']",worry
"['prom', 'parti', 'tonight']",fun
"['right', 'adrianmw1']",happiness
"['good', 'night', 'im', 'sleeep', '5', 'good', 'mornin', 'xd']",happiness
"['play', 'ball', 'park', 'coach', 'youngster', 'fundament', 'goin', 'home', 'steak', 'lobster', 'word']",neutral
"['alright', 'parti', 'success', 'fun', 'amp']",love
"['dianaray1', 'know', 'im', 'excit']",happiness
"['mmmmmm', 'late', 'night', 'bruster', 'ice', 'cream', 'om', 'nom', 'nom', 'nom']",love
"['happi', 'mother', 'day', 'mom', 'mother', 'world']",love
"['superd', 'go', 'firefox']",neutral
['byeeeee'],happiness
"['meggiemous', 'go', '40', 'hour', 'id', 'say', 'comput', 'phone', 'last', 'week', 'didnt', 'care']",sadness
"['hang', 'ambyr']",neutral
"['sin', 'dis', 'thingnot', '1', 'repli', '1', 'messag', 'nuffin', 'pshh', 'caresi', 'know', 'im', 'special', 'x']",sadness
"['amandapalm', 'miss', 'interview', 'npr', 'iron', 'listen', 'npr', 'day', 'long', 'fuck', 'car', 'trip', 'watch', 'needl', 'look', 'good']",surprise
"['chrisettefan', 'hhaha', 'kewl', 'dude', 'u', 'dont', 'know', 'amp', 'reason', 'well', 'that', 'anoth', 'stori', 'mhmhmhdoe']",neutral
"['joeymcintyr', 'btw', 'still', 'cant', 'believ', 'awesom', 'newjabbakidz', 'perform', 'wasu', 'masksi', 'scream', 'pc']",neutral
"['pen', 'jam', 'clear', 'click']",happiness
"['pretti', 'tire', 'go', 'movi', 'decid', 'im', 'poop']",empty
"['reach', 'cellgroup', 'leader', 'hous', 'surpris', 'im', 'dri', 'haha', 'httptweetsg']",fun
"['dont', 'ya', 'love', 'free', 'night', 'catch', 'dvr', 'show', 'antm', 'comeha', 'ha']",love
"['yay', 'make', 'home', 'feel', 'great', 'back', 'still', 'light']",happiness
"['best', 'day', 'ever', 'miss', 'tomorrow']",sadness
"['5k', 'do', '60minsnobigd', 'pssti', 'weigh', '280lbsyippe', 'thank', 'jonathanroch', 'newo', 'excus', 'workout', 'amp', 'theflyladi', 'flyladi']",neutral
"['jonathanrknight', 'httptwitpiccom4w9h2', 'better', 'person', 'send', 'u', 'feel', 'like', 'mous', 'quotth', 'american', 'tailquot', 'ri']",neutral
"['wait', 'tabl', 'exhaust', 'feet', 'sore', 'note', 'self', 'never', 'becom', 'waitress', 'also', 'kudo', 'georg', 'awesom', 'tritip']",sadness
"['food', 'look', 'amaz', 'dessert', 'freeze', 'grand', 'marnier', 'souffl', 'cours', 'eat', 'bar']",happiness
"['stevetilley', 'lone', 'battl', 'friend', 'fight', 'valiant']",enthusiasm
"['get', 'back', 'greenlak', 'nice', 'day', 'today']",happiness
"['blindllama', 'wha', 'would', 'learn']",worry
"['back', 'fr', 'doctor', 'amp', 'offici', 'hv', 'v', 'dri', 'eye', 'least', 'noth', 'serious']",worry
"['tellybelly1', 'awwthank', 'hes', 'best', 'husband', 'ever', 'realli', 'im', 'lucki', 'hope', 'your', 'wonder', 'saturday', 'even']",love
"['mileycyrus', 'u', 'get', 'chanc', 'u', 'post', 'video', 'tinkerbel', 'say', 'peekaboo', 'kinda', 'wana', 'hear', 'say']",empty
"['officialathenar', 'haha', 'nice', 'ring', 'let', 'get', 'use', 'ok', 'iloveyoutoo']",worry
"['donniewahlberg', 'btw', 'still', 'cant', 'believ', 'awesom', 'newjabbakidz', 'perform', 'wasu', 'masksi', 'scream', 'pc']",surprise
"['goin', 'sleep', 'busi', 'day', 'tmrw']",neutral
"['great', 'mother', 'day']",love
"['debtguid', 'cool', 'guid', 'best', 'tip', 'use', 'unless', 'absolut', 'need']",worry
"['ekhazahar', 'cat']",neutral
"['half', 'meet', 'groningen', 'pleas']",neutral
"['zzzz', 'im', 'take', 'mom', 'breakfast', 'tomorrow', 'shall', 'quit', 'treat']",love
"['xmainer1', 'head', 'xbox', 'go', 'shop', '2morrow']",surprise
"['jeglz', 'joe', 'put', 'new', 'bulb', 'spotlight']",neutral
"['thank', 'guy', '200', 'follow']",happiness
"['inflight1', 'get', 'bore', 'routin', 'lol']",happiness
"['stampgarden', 'pretti', 'hope', 'win']",worry
"['pizza', 'go', 'sleep']",relief
"['spongebob', 'sing', 'long', 'amanda', 'mom', 'give', 'crystal', 'jona', 'brother', 'calendar']",fun
"['blanquis26', 'happi', 'mother', 'day', 'ya', 'tomorrow']",neutral
"['michaelqtodd', 'read', 'status', 'updat', 'amp', 'want', '2', 'b', 'sure', 'follow', 'list', 'hope', 'u', 'r', 'wondefl', 'wkend', 'michaelbless']",neutral
"['constant', 'look', 'clockkkcom', '11pm']",empty
"['dont', 'care', 'netsexor', 'cam', 'rout', 'heaven', 'howev', 'lobster', 'sound', 'super', 'good', 'im', 'almost', 'tempt', 'go', 'get']",fun
"['plsdontgogurl', 'that', 'one', 'wish', 'video', 'compil', 'jordanknight', 'thrust']",happiness
"['nice', 'long', 'nap', 'httpplurkcompstvqp']",neutral
"['livecrunch', 'haha', 'thank']",happiness
"['apart', 'start', 'feel', 'like', 'mine']",neutral
"['gettin', 'home', 'frm', 'hangin', 'herman']",neutral
"['walk', 'home', 'listen', 'music', 'sing', 'six', 'feet', 'star']",happiness
"['oop', 'mom', 'accident', 'sign', 'twitter', 'account', 'comment', 'pictur']",surprise
"['charmainelh', 'must', 'insist', 'write', 'essay', 'twitter', 'way', '140', 'charact']",happiness
"['live', 'chat', 'soooon', 'like']",worry
"['north', 'im', 'boomin', 'lol', 'fucc', 'club', 'dog', 'rather', 'count', 'million', 'buccz', 'call', 'starbuccz', 'bitch']",enthusiasm
"['write', 'research', 'tire', 'foolish', 'im', 'educ', 'amp', 'move', 'forward', 'gon', 'na', 'marri', 'white', 'boy', 'right']",fun
"['go', 'canada', 'make', 'nikki', 'payn', '1', 'comic', 'well', 'soo', 'yeah', 'funni', 'perv', 'teen', 'peopl', 'famili']",fun
"['watch', 'laura', 'nephew', 'danc']",neutral
"['melvinjam', 'hey', 'pleasant', 'surpris']",worry
"['final', 'make', 'phoenix', 'home']",relief
"['im', 'jump', 'nearest', 'bridg', 'cant']",sadness
"['lar206', 'saw', 'babi', 'blue', 'regal', 'word', 'quotslabquot', 'write', 'huge', 'letter', 'side', 'hahaaaa']",happiness
"['russellmoy', 'olawd', 'go', 'see', 'priceless', 'soooo', 'funni']",happiness
"['whoop', 'start', 'treknot', 'start', 'duh']",worry
"['jodimariethoma', 'hey', 'jodi', 'what', 'upugg', 'im', 'bore', 'make', 'sunda', 'c', 'u', 'monday', 'hahaha', 'ryme', 'loll', 'cu', 'school']",boredom
"['happi', 'sunday']",love
"['dlab', 'mit', 'open', 'coursewar', 'httpisgdygt5', 'goe', 'chanc', 'get', 'work', 'do', 'next', 'week']",enthusiasm
"['omg', 'much', 'fun', 'watc', 'hous', 'bunni', 'courto', 'isa', 'ledg', 'send', 'link', 'lt3']",worry
"['genuinecasp', 'ur', 'friend', 'laradolilli', 'send']",neutral
"['kenichan', 'fulli', 'grabbyhand', 'bad', 'candi', 'thank', 'lt3', 'how']",hate
"['kikkitigerwolf', 'franciscoiv', 'oh', 'fan', 'put', 'togeth', 'amp', 'love']",love
"['dinner', 'gma', 'big', 'sis', 'water', 'yummmmmm']",fun
"['wait', 'foreign', 'start']",fun
"['mryoga', 'love', 'mom', 'shes', 'best', 'mom', 'planet']",neutral
"['strabismus', 'tri', 'ignorejust', 'notic', 'new', 'mos', 'love', 'sonic', 'drink', 'cherri', 'limead', 'mmm']",sadness
"['sheasylvia', 'sometim', 'wish', 'twitter', 'facebook', 'quotlikequot', 'could', 'give', 'thumb', 'great', 'job', 'either', 'way', 'suck', 'btw']",love
"['weird', 'mood', 'muahaz']",neutral
"['level', '58', 'httpplurkcompstvri']",neutral
"['much', 'fun', 'j', 'famili', 'happi', 'bday', 'beauti', 'aunt', 's2']",love
"['titothebuild', 'crappi']",worry
"['good', 'morn']",empty
"['lilvicioussodmg', 'yessir']",neutral
"['halu', 'dinner', 'second', 'time', 'week']",neutral
"['stuartdavi', 'cmon', 'talk', 'philosophi', 'love', 'wisdom', 'need', 'quotmatquot', 'context', 'intersubject', 'quotgroundquot']",neutral
"['sarabareill', 'that', 'great', 'point', 'im', 'shit', 'wood', 'sara', 'know', 'better', 'haha']",fun
"['taylorswift13', 'love', 'paramor', 'welcom', 'back']",love
"['sij8', '2002', 'tsx', 'nice', 'cuz', 'new', 'car', 'handl', 'nice', 'doesnt', 'hors', 'tls']",worry
"['would', 'love', 'sleep', 'pete', 'lmfao', 'jk']",fun
"['make', 'sure', 'mom', 'know', 'love']",relief
"['hey', 'guy', 'go', 'jenni', 'hous', 'today', 'much', 'fun', 'everyon', 'els', 'u', 'guy', 'doo']",happiness
"['lyly_hameron', 'ive', 'see', 'alreadi', 'link', 'lj', 'post']",neutral
"['rox', 'funn', 'amii', 'bailey']",neutral
"['richdeclu', 'that', 'say']",surprise
"['keepinupwkri', 'hope', 'great', 'day', 'tomorrow', 'happi', 'mother', 'day', 'let', 'us', 'know']",happiness
"['get', 'use', 'shoulder', 'immobil', 'thing', 'even', 'get', 'use', 'sleep', 'reclin']",neutral
"['elliottyamin', 'new', 'song', 'amaz']",surprise
"['feel', 'special', 'looking4him', 'first', 'guy', 'give', 'flower']",love
"['peewe', 'nap', 'couch', 'httpappsfacebookcomdogbookprofileview5608012']",neutral
"['holi', 'smoke', 'star', 'trek', 'freak', 'awesomeeee']",happiness
"['gerami', 'yeah', 'think', 'ahaha']",happiness
"['dinnerbuffalo', 'burger', 'provolon', 'chees', 'melt', 'top', 'beefsteak', 'tomato', 'spinach', 'divin', 'pic', 'facebook', 'come']",neutral
"['laurenconrad', 'hey', 'laurenim', 'huge', 'fan', 'hope', 'fun', 'wango', 'tango']",love
"['watch', 'keep', 'kardashian', 'youtub']",neutral
"['play', 'volleybal']",empty
"['xxyoushinexx', 'hey', 'haha', 'yep', 'negat', 'comment', 'get', 'reallllyyi', 'mad', 'alway', 'defend', 'haha']",sadness
"['thomaskattus', 'ask', 'sf', 'schedul', 'dahlingmayb', 'next', 'time']",neutral
"['mother', 'day', 'shoppingwowbig', 'thank', 'sister', 'come', 'sorri', 'get', 'drink', 'though']",happiness
"['get', 'back', 'partysupris', 'awesom', 'need', 'danc', 'often', 'overal', 'awesom', 'night']",surprise
"['barackobama', 'heart']",fun
"['mariahcarey', 'say', 'ur', 'nail', 'look', 'like', 'shit', 'lol', 'im', 'kid', 'dont', 'know', 'say', 'haha']",neutral
"['mobarzharlem', 'walk', 'street', 'harlem', 'home', 'sweet', 'home']",happiness
"['thank', 'mom']",neutral
"['get', 'updat', 'ipod']",neutral
"['omgdarleni', 'hahaa', 'awesome']",happiness
"['get', 'do', 'watch', 'bedtim', 'stori', 'love', 'movi']",love
"['theyotesdiva', 'yep', 'toler', 'noth', 'facebook', 'group']",enthusiasm
"['news', 'wierd', 'entertain']",fun
"['arrest', 'hotel']",sadness
"['literatepervert', 'kewl', 'stand', 'rock']",hate
"['feel', 'like', '16', 'watch', 'twilight', 'amp', 'enjoy']",happiness
"['agent__0rang', 'make', 'coffeee']",neutral
"['im', 'proud', 'nau', 'graduat', 'friend', 'get', 'readi', 'celebr', 'tonight', 'itll', 'intern', 'ordeal']",happiness
"['stars_are_fir', 'hii']",neutral
"['talindab', 'httptwitpiccom4w483', 'guy', 'look', 'nice']",neutral
"['billohbil', 'wtf', 'lmao', 'get', 'hit', 'head', 'bloodi', 'ball']",surprise
"['mgm', 'grand', 'mraz', 'stage', 'doubl', 'back', 'open', 'lot', 'old', 'memori', 'flood', 'back']",fun
"['christineros', 'congratul', 'win', 'indi', 'award']",love
"['good', 'day', 'tuanyia', 'mirandaspazz', 'augustblossom', 'amoremotor', 'httpblipfm5yomt']",happiness
"['lovetf', 'alright', 'sorri', 'think', 'go', 'anyway']",worry
"['final', 'home']",relief
"['aurellion', 'realis', 'get', 'home', 'leave', 'mine', 'fridg', 'your', 'welcom', 'like']",neutral
